slot12,kind,sentence,title,author
12:00,midnight,"how heavy was the midnight of woe which shrouded in blackness the last ray of hope, and filled the future with terror and gloom!",Narrative of the Life of Frederick Douglass,Frederick Douglass
12:00,noon,"You have been with us, too, some years, and can fairly compare the twilight of rights, which your race enjoy at the North, with that “noon of night” under which they labor south of Mason and Dixon’s line.",Narrative of the Life of Frederick Douglass,Frederick Douglass
12:00,midnight,"We were often in the field from the first approach of day till its last lingering ray had left us; and at saving-fodder time, midnight often caught us in the field binding blades.",Narrative of the Life of Frederick Douglass,Frederick Douglass
03:00,oclock,"About three o’clock of that day, I broke down; my strength failed me; I was seized with a violent aching of the head, attended with extreme dizziness; I trembled in every limb.",Narrative of the Life of Frederick Douglass,Frederick Douglass
09:00,oclock,I reached Covey’s about nine o’clock; and just as I was getting over the fence that divided Mrs.,Narrative of the Life of Frederick Douglass,Frederick Douglass
12:00,noon,"Gardner’s ship-yard at midday, where there were a large company of men at work.",Narrative of the Life of Frederick Douglass,Frederick Douglass
07:30,half_past,"I looked round for the Time Traveller, and—“It’s half-past seven now,” said the Medical Man.",The Time Machine,H. G. Wells
04:00,oclock,"I was in my laboratory at four o’clock, and since then … I’ve lived eight days … such days as no human being ever lived before!",The Time Machine,H. G. Wells
10:00,oclock,It was at ten o’clock today that the first of all Time Machines began its career.,The Time Machine,H. G. Wells
03:30,half_past,"A moment before, as it seemed, it had stood at a minute or so past ten; now it was nearly half-past three!",The Time Machine,H. G. Wells
12:00,noon,"The Palace of Green Porcelain “I found the Palace of Green Porcelain, when we approached it about noon, deserted and falling into ruin.",The Time Machine,H. G. Wells
08:00,oclock,"I found the date was indeed today, and looking at the timepiece, saw the hour was almost eight o’clock.",The Time Machine,H. G. Wells
12:45,quarter_to,"“I’m hanged if it isn’t a quarter to one,” said the Journalist.",The Time Machine,H. G. Wells
12:00,noon,"Its physical condition is still largely a mystery, but we know now that even in its equatorial region the midday temperature barely approaches that of our coldest winter.",The War of the Worlds,H. G. Wells
12:00,midnight,"It had occurred towards midnight of the twelfth; and the spectroscope, to which he had at once resorted, indicated a mass of flaming gas, chiefly hydrogen, moving with an enormous velocity towards this earth.",The War of the Worlds,H. G. Wells
12:15,quarter_past,This jet of fire had become invisible about a quarter past twelve.,The War of the Worlds,H. G. Wells
12:00,midnight,"A reddish flash at the edge, the slightest projection of the outline just as the chronometer struck midnight; and at that I told Ogilvy and he took my place.",The War of the Worlds,H. G. Wells
12:00,midnight,"Hundreds of observers saw the flame that night and the night after about midnight, and again the night after; and so for ten nights, a flame each night.",The War of the Worlds,H. G. Wells
06:00,oclock,The time then must have been somewhere about six o’clock.,The War of the Worlds,H. G. Wells
08:00,oclock,By eight o’clock a number of boys and unemployed men had already started for the common to see the “dead men from Mars.” That was the form the story took.,The War of the Worlds,H. G. Wells
08:45,quarter_to,I heard of it first from my newspaper boy about a quarter to nine when I went out to get my _Daily Chronicle_.,The War of the Worlds,H. G. Wells
08:30,half_past,"By half past eight, when the Deputation was destroyed, there may have been a crowd of three hundred people or more at this place, besides those who had left the road to approach the Martians nearer.",The War of the Worlds,H. G. Wells
12:00,midnight,The colonel of the regiment came to the Chobham bridge and was busy questioning the crowd at midnight.,The War of the Worlds,H. G. Wells
12:00,midnight,"A few seconds after midnight the crowd in the Chertsey road, Woking, saw a star fall from heaven into the pine woods to the northwest.",The War of the Worlds,H. G. Wells
04:30,half_past,"About half past four I went up to the railway station to get an evening paper, for the morning papers had contained only a very inaccurate description of the killing of Stent, Henderson, Ogilvy, and the others.",The War of the Worlds,H. G. Wells
03:00,oclock,About three o’clock there began the thud of a gun at measured intervals from Chertsey or Addlestone.,The War of the Worlds,H. G. Wells
12:00,midnight,"“What for?” “And I’ll bring it back by midnight,” I said.",The War of the Worlds,H. G. Wells
09:00,oclock,"We got to Leatherhead without misadventure about nine o’clock, and the horse had an hour’s rest while I took supper with my cousins and commended my wife to their care.",The War of the Worlds,H. G. Wells
12:00,midnight,"Then I heard midnight pealing out from Pyrford Church behind me, and then came the silhouette of Maybury Hill, with its tree-tops and roofs black and sharp against the red.",The War of the Worlds,H. G. Wells
12:00,noon,"He had eaten no food since midday, he told me early in his narrative, and I found some mutton and bread in the pantry and brought it into the room.",The War of the Worlds,H. G. Wells
12:00,noon,"We remained at Weybridge until midday, and at that hour we found ourselves at the place near Shepperton Lock where the Wey and Thames join.",The War of the Worlds,H. G. Wells
05:00,oclock,I suppose the time was then about four or five o’clock.,The War of the Worlds,H. G. Wells
04:00,oclock,"He dispatched a telegram, which never reached me, about four o’clock, and spent the evening at a music hall.",The War of the Worlds,H. G. Wells
12:00,midnight,"On the platform from which the midnight train usually starts he learned, after some waiting, that an accident prevented trains from reaching Woking that night.",The War of the Worlds,H. G. Wells
08:00,oclock,About eight o’clock a noise of heavy firing was distinctly audible all over the south of London.,The War of the Worlds,H. G. Wells
12:00,midnight,"The night was warm and still, and a little oppressive; the sound of guns continued intermittently, and after midnight there seemed to be sheet lightning in the south.",The War of the Worlds,H. G. Wells
12:00,midnight,"He went to bed a little after midnight, and was awakened from lurid dreams in the small hours of Monday by the sound of door knockers, feet running in the street, distant drumming, and a clamour of bells.",The War of the Worlds,H. G. Wells
08:00,oclock,"But three certainly came out about eight o’clock and, advancing slowly and cautiously, made their way through Byfleet and Pyrford towards Ripley and Weybridge, and so came in sight of the expectant batteries against the setting sun.",The War of the Worlds,H. G. Wells
12:00,midnight,"By midnight the blazing trees along the slopes of Richmond Park and the glare of Kingston Hill threw their light upon a network of black smoke, blotting out the whole valley of the Thames and extending as far as the eye could reach.",The War of the Worlds,H. G. Wells
10:00,oclock,"By ten o’clock the police organisation, and by midday even the railway organisations, were losing coherency, losing shape and efficiency, guttering, softening, running at last in that swift liquefaction of the social body.",The War of the Worlds,H. G. Wells
12:00,noon,"By ten o’clock the police organisation, and by midday even the railway organisations, were losing coherency, losing shape and efficiency, guttering, softening, running at last in that swift liquefaction of the social body.",The War of the Worlds,H. G. Wells
12:00,midnight,"All the railway lines north of the Thames and the South-Eastern people at Cannon Street had been warned by midnight on Sunday, and trains were being filled.",The War of the Worlds,H. G. Wells
02:00,oclock,People were fighting savagely for standing-room in the carriages even at two o’clock.,The War of the Worlds,H. G. Wells
12:00,noon,"By midday a Martian had been seen at Barnes, and a cloud of slowly sinking black vapour drove along the Thames and across the flats of Lambeth, cutting off all escape over the bridges in its sluggish advance.",The War of the Worlds,H. G. Wells
04:30,half_past,"He would overtake them, he said, at about half past four in the morning, and now it was nearly nine and they had seen nothing of him.",The War of the Worlds,H. G. Wells
12:00,noon,Until about midday the Pool of London was an astonishing scene.,The War of the Worlds,H. G. Wells
01:00,oclock,About one o’clock in the afternoon the thinning remnant of a cloud of the black vapour appeared between the arches of Blackfriars Bridge.,The War of the Worlds,H. G. Wells
12:00,noon,"By midday they passed through Tillingham, which, strangely enough, seemed to be quite silent and deserted, save for a few furtive plunderers hunting for food.",The War of the Worlds,H. G. Wells
02:00,oclock,"It was about two o’clock when my brother, having paid their fares at the gangway, found himself safely aboard the steamboat with his charges.",The War of the Worlds,H. G. Wells
12:00,noon,"A Martian came across the fields about midday, laying the stuff with a jet of superheated steam that hissed against the walls, smashed all the windows it touched, and scalded the curate’s hand as he fled out of the front room.",The War of the Worlds,H. G. Wells
05:00,oclock,"And all being quiet throughout the afternoon, we started about five o’clock, as I should judge, along the blackened road to Sunbury.",The War of the Worlds,H. G. Wells
08:30,half_past,We crossed Richmond Bridge about half past eight.,The War of the Worlds,H. G. Wells
12:00,midnight,"“It can’t be midnight yet,” I said, and then came a blinding glare of vivid green light.",The War of the Worlds,H. G. Wells
12:00,noon,But I believed in him sufficiently to work with him all that morning until past midday at his digging.,The War of the Worlds,H. G. Wells
12:00,midnight,I recalled my mental states from the midnight prayer to the foolish card-playing.,The War of the Worlds,H. G. Wells
12:00,midnight,"I hid from the night and the silence, until long after midnight, in a cabmen’s shelter in Harrow Road.",The War of the Worlds,H. G. Wells
07:00,oclock,"They left the house by the kitchen door at seven o’clock, and then Anna helped her Aunt Tillie get the breakfast for the younger ones.",The Song of the Lark,Willa Cather
12:00,midnight,He never left his office until after midnight.,The Song of the Lark,Willa Cather
09:00,oclock,"But on the first Sunday in September, Ray drove up to the Kronborgs’ front gate at nine o’clock in the morning and the party actually set off.",The Song of the Lark,Willa Cather
03:00,oclock,"There’s fools digging holes in that mountain yet.” When Ray had finished his cigar, Johnny took his mandolin and began Kennedy’s favorite, “Ultimo Amor.” It was now three o’clock in the afternoon, the hottest hour in the day.",The Song of the Lark,Willa Cather
02:00,oclock,"Ray Kennedy stayed with him till two o’clock in the afternoon, when he had to go out on his run.",The Song of the Lark,Willa Cather
06:00,oclock,"Archie went back at six o’clock, and found Mrs.",The Song of the Lark,Willa Cather
02:00,oclock,At about two o’clock in the morning Wunsch rose from his ignominious cot.,The Song of the Lark,Willa Cather
12:00,noon,"To-day they set out from home after the midday meal, leaving Tillie in charge of the house.",The Song of the Lark,Willa Cather
02:00,oclock,Fritz tells me he has to wait till two o’clock for his Sunday dinner these days.,The Song of the Lark,Willa Cather
12:00,oclock,The call-boy was as likely to summon him to start on his run at twelve o’clock midnight as at twelve o’clock noon.,The Song of the Lark,Willa Cather
12:00,midnight,The call-boy was as likely to summon him to start on his run at twelve o’clock midnight as at twelve o’clock noon.,The Song of the Lark,Willa Cather
12:00,oclock,The call-boy was as likely to summon him to start on his run at twelve o’clock midnight as at twelve o’clock noon.,The Song of the Lark,Willa Cather
12:00,noon,The call-boy was as likely to summon him to start on his run at twelve o’clock midnight as at twelve o’clock noon.,The Song of the Lark,Willa Cather
08:00,oclock,"Kronborg—who was helping Tillie water the flowers—that if she and Thea could be at the depot at eight o’clock the next morning, he thought he could promise them a pleasant ride and get them into Denver before nine o’clock in the evening.",The Song of the Lark,Willa Cather
09:00,oclock,"Kronborg—who was helping Tillie water the flowers—that if she and Thea could be at the depot at eight o’clock the next morning, he thought he could promise them a pleasant ride and get them into Denver before nine o’clock in the evening.",The Song of the Lark,Willa Cather
08:00,oclock,At eight o’clock the next morning Ray greeted his ladies and helped them into the car.,The Song of the Lark,Willa Cather
12:00,midnight,"Kronborg, and we won’t get into Denver till near midnight.” “That won’t trouble me,” said Mrs.",The Song of the Lark,Willa Cather
12:00,noon,"Although there was not shadow enough to accommodate all the party at once, the air under the tank was distinctly cooler than the surrounding air, and the drip made a pleasant sound in that breathless noon.",The Song of the Lark,Willa Cather
04:00,oclock,"At four o’clock in the morning Ray’s train had stopped to take water at Saxony, having just rounded the long curve which lies south of that station.",The Song of the Lark,Willa Cather
01:00,oclock,"He found his waiting-room full of patients, and it was one o’clock before he had dismissed the last one.",The Song of the Lark,Willa Cather
06:00,oclock,"Harsanyi came in at six o’clock, she found her husband sitting listlessly by the window.",The Song of the Lark,Willa Cather
12:00,midnight,"The brakeman, when he came through at midnight, sniffed the heavy air disdainfully and looked up at the ventilators.",The Song of the Lark,Willa Cather
10:00,oclock,"She had confidently expected to sleep after the car got quiet, but in the two chairs behind her were a sick girl and her mother, and the girl had been coughing steadily since ten o’clock.",The Song of the Lark,Willa Cather
12:00,noon,"It was hard to tell about it, for it had nothing to do with words; it was like the light of the desert at noon, or the smell of the sagebrush after rain; intangible but powerful.",The Song of the Lark,Willa Cather
12:00,noon,"Gus and Charley were young men now, and they had declared at noon that it would “look silly if the whole bunch went down to the train.” “There’s no use making a fuss over Thea just because she’s been to Chicago,” Charley warned his mother.",The Song of the Lark,Willa Cather
12:00,noon,"Thea had gone into the drug store to have a friendly chat with the proprietor, who used to lend her books from his shelves.",The Song of the Lark,Willa Cather
12:00,noon,"“When you was a little girl, no bigger than that, you come to my house one day ’bout noon, like this, and I was in the door, playing guitar.",The Song of the Lark,Willa Cather
12:00,midnight,"When it was nearly midnight, Johnny announced that every one was going to his house to have “some lil’ icecream and some lil’ _musica_.” He began to put out the lights and Mrs.",The Song of the Lark,Willa Cather
12:00,midnight,"She was a light sleeper, and when she woke again, after midnight, Johnny’s concert was at its height.",The Song of the Lark,Willa Cather
12:00,noon,"Kronborg had said that Thea was not to be disturbed on Sunday morning, and she slept until noon.",The Song of the Lark,Willa Cather
02:00,oclock,"Thea was still looking at the musical paper, her grammar unopened on the window-sill, when Bowers sauntered in a little before two o’clock.",The Song of the Lark,Willa Cather
01:15,minutes_past,"Until then, I suppose we’ll have to be going over her programme.” The next day Thea hurried through her luncheon at a German bakery and got back to the studio at ten minutes past one.",The Song of the Lark,Willa Cather
09:00,oclock,At nine o’clock she looked up from her grammar to wonder what Bowers and Ottenburg were having to eat.,The Song of the Lark,Willa Cather
07:45,quarter_to,The next evening at a quarter to eight Thea was dressed and waiting in the boarding-house parlor.,The Song of the Lark,Willa Cather
03:00,oclock,"They had left the ranch house that morning a little after three o’clock, having packed their camp equipment the day before, and had crossed the open pasture land with their lantern while the stars were still bright.",The Song of the Lark,Willa Cather
12:00,noon,"At first the golden light seemed to hang like a wave upon the rim of the canyon; the trees and bushes up there, which one scarcely noticed at noon, stood out magnified by the slanting rays.",The Song of the Lark,Willa Cather
07:00,oclock,"One morning when Thea came out from her room at seven o’clock, she found Henry and Fred on the porch, looking up at the sky.",The Song of the Lark,Willa Cather
01:00,oclock,"When Fred went back to the observation car at one o’clock, after the luncheon call, it was empty, and he found Thea alone on the platform.",The Song of the Lark,Willa Cather
11:00,oclock,Will call at your hotel eleven o’clock Friday morning.,The Song of the Lark,Willa Cather
09:00,oclock,"IV At nine o’clock that evening our three friends were seated in the balcony of a French restaurant, much gayer and more intimate than any that exists in New York to-day.",The Song of the Lark,Willa Cather
12:00,noon,"Archie gratefully; “I think we ought.” V Thea was to sail on Tuesday, at noon, and on Saturday Fred Ottenburg arranged for her passage, while she and Dr.",The Song of the Lark,Willa Cather
11:00,oclock,Louis that night on the eleven o’clock train.,The Song of the Lark,Willa Cather
10:30,half_past,"Archie came for dinner, but she sent him away early, telling him that she would be ready to go to the boat with him at half-past ten the next morning.",The Song of the Lark,Willa Cather
12:00,noon,"She was only twenty years old, and the boat sailed at noon.",The Song of the Lark,Willa Cather
05:00,oclock,Good-morning.” That afternoon at five o’clock Dr.,The Song of the Lark,Willa Cather
12:00,midnight,"“I let the waiter off at midnight, after he’d set me up.",The Song of the Lark,Willa Cather
12:00,oclock,"“And where have you been since twelve o’clock, may I ask?” Archie looked rather self-conscious, as he sat down on a fragile gilt chair that rocked under him, and stretched out his long legs.",The Song of the Lark,Willa Cather
03:30,half_past,"Landry and ask him if he can come at half-past three, Theresa, and order tea to be brought up at five.” When Howard Archie was admitted to Thea’s apartment that afternoon, he was shown into the music-room back of the little reception room.",The Song of the Lark,Willa Cather
12:00,midnight,My hair is of midnight darkness and my skin is a clear ivory pallor.,Anne of Green Gables,L. M. Montgomery
02:00,oclock,"What time did I tell you to come in?” “Two o’clock--but isn’t it splendid about the picnic, Marilla?",Anne of Green Gables,L. M. Montgomery
02:00,oclock,"Oh, I’ve never been to a picnic--I’ve dreamed of picnics, but I’ve never--” “Yes, I told you to come at two o’clock.",Anne of Green Gables,L. M. Montgomery
02:00,oclock,"“Oh, Marilla, isn’t it too late?” “No, it’s only two o’clock.",Anne of Green Gables,L. M. Montgomery
12:00,noon,Avonlea scholars often spent noon hour picking gum in Mr.,Anne of Green Gables,L. M. Montgomery
03:00,oclock,"It was three o’clock when Matthew came with a doctor, for he had been obliged to go all the way to Spencervale for one.",Anne of Green Gables,L. M. Montgomery
12:00,midnight,Cordelia was a regal brunette with a coronet of midnight hair and duskly flashing eyes.,Anne of Green Gables,L. M. Montgomery
05:00,oclock,"She had told Anne to be sure and have tea ready at five o’clock, but now she must hurry to take off her second-best dress and prepare the meal herself against Matthew’s return from plowing.",Anne of Green Gables,L. M. Montgomery
12:00,noon,"It was almost noon when they reached town and found their way to “Beechwood.” It was quite a fine old mansion, set back from the street in a seclusion of green elms and branching beeches.",Anne of Green Gables,L. M. Montgomery
11:00,oclock,"The ice cream was delicious, Marilla, and it was so lovely and dissipated to be sitting there eating it at eleven o’clock at night.",Anne of Green Gables,L. M. Montgomery
12:00,noon,“At noon we went home for dinner and then back again for history in the afternoon.,Anne of Green Gables,L. M. Montgomery
12:00,oclock,About twelve o’clock we turned out and went along up the bank.,Adventures of Huckleberry Finn,Mark Twain
03:30,half_past,"So he locked me in and took the skiff, and started off towing the raft about half-past three.",Adventures of Huckleberry Finn,Mark Twain
03:00,oclock,"I heard one man say it was nearly three o’clock, and he hoped daylight wouldn’t wait more than about a week longer.",Adventures of Huckleberry Finn,Mark Twain
08:00,oclock,The sun was up so high when I waked that I judged it was after eight o’clock.,Adventures of Huckleberry Finn,Mark Twain
10:00,oclock,"Well, next day they found out the nigger was gone; they found out he hadn’t ben seen sence ten o’clock the night the murder was done.",Adventures of Huckleberry Finn,Mark Twain
12:00,midnight,"The judge gave him some, and that evening he got drunk, and was around till after midnight with a couple of mighty hard-looking strangers, and then went off with them.",Adventures of Huckleberry Finn,Mark Twain
12:00,midnight,They’ll go over after midnight.” “Couldn’t they see better if they was to wait till daytime?” “Yes.,Adventures of Huckleberry Finn,Mark Twain
01:00,oclock,"It must a been close on to one o’clock when we got below the island at last, and the raft did seem to go mighty slow.",Adventures of Huckleberry Finn,Mark Twain
02:00,oclock,"Louis, but I never believed it till I see that wonderful spread of lights at two o’clock that still night.",Adventures of Huckleberry Finn,Mark Twain
12:00,midnight,"Louis we had a big storm after midnight, with a power of thunder and lightning, and the rain poured down in a solid sheet.",Adventures of Huckleberry Finn,Mark Twain
12:00,midnight,"After midnight the people on shore went to bed, and then for two or three hours the shores was black—no more sparks in the cabin windows.",Adventures of Huckleberry Finn,Mark Twain
10:00,oclock,"We laid low and kept still, and never shoved out till nearly ten o’clock; then we slid by, pretty wide away from the town, and didn’t hoist our lantern till we was clear out of sight of it.",Adventures of Huckleberry Finn,Mark Twain
12:00,noon,"The nearer it got to noon that day the thicker and thicker was the wagons and horses in the streets, and more coming all the time.",Adventures of Huckleberry Finn,Mark Twain
01:00,oclock,"He says to Boggs, mighty ca’m and slow—he says: “I’m tired of this, but I’ll endure it till one o’clock.",Adventures of Huckleberry Finn,Mark Twain
01:00,oclock,"Some men crowded around him and tried to get him to shut up, but he wouldn’t; they told him it would be one o’clock in about fifteen minutes, and so he _must_ go home—he must go right away.",Adventures of Huckleberry Finn,Mark Twain
12:00,noon,"So the next day after the funeral, along about noon-time, the girls’ joy got the first jolt.",Adventures of Huckleberry Finn,Mark Twain
12:00,noon,"I was good and glad when midday come and no king; we could have a change, anyway—and maybe a chance for _the_ change on top of it.",Adventures of Huckleberry Finn,Mark Twain
12:00,midnight,"So we dug and dug with the case-knives till most midnight; and then we was dog-tired, and our hands was blistered, and yet you couldn’t see we’d done anything hardly.",Adventures of Huckleberry Finn,Mark Twain
12:00,noon,"So we had the odd spoon, and dropped it in her apron-pocket whilst she was a-giving us our sailing orders, and Jim got it all right, along with her shingle nail, before noon.",Adventures of Huckleberry Finn,Mark Twain
12:00,midnight,"It warn’t quite midnight yet, so we cleared out for the mill, leaving Jim at work.",Adventures of Huckleberry Finn,Mark Twain
12:00,midnight,"They will sneak down from northards, along the fence, at midnight exact, with a false key, and go in the nigger’s cabin to get him.",Adventures of Huckleberry Finn,Mark Twain
12:00,midnight,"Why, they’d steal the very—why, goodness sakes, you can guess what kind of a fluster _I_ was in by the time midnight come last night.",Adventures of Huckleberry Finn,Mark Twain
02:00,oclock,"About two o’clock the mist cleared away, and we beheld, stretched out in every direction, vast and irregular plains of ice, which seemed to have no end.",Frankenstein,Mary Shelley
12:00,midnight,"I replied that I could not answer with any degree of certainty, for the ice had not broken until near midnight, and the traveller might have arrived at a place of safety before that time; but of this I could not judge.",Frankenstein,Mary Shelley
12:00,midnight,"One secret which I alone possessed was the hope to which I had dedicated myself; and the moon gazed on my midnight labours, while, with unrelaxed and breathless eagerness, I pursued nature to her hiding-places.",Frankenstein,Mary Shelley
12:00,midnight,"A being whom I myself had formed, and endued with life, had met me at midnight among the precipices of an inaccessible mountain.",Frankenstein,Mary Shelley
11:00,oclock,"If she is, as you believe, innocent, rely on the justice of our laws, and the activity with which I shall prevent the slightest shadow of partiality.” Chapter 8 We passed a few sad hours until eleven o’clock, when the trial was to commence.",Frankenstein,Mary Shelley
08:00,oclock,"She returned to the house about eight o’clock, and when one inquired where she had passed the night, she replied that she had been looking for the child and demanded earnestly if anything had been heard concerning him.",Frankenstein,Mary Shelley
09:00,oclock,"On her return, at about nine o’clock, she met a man who asked her if she had seen anything of the child who was lost.",Frankenstein,Mary Shelley
10:00,oclock,The shutting of the gates regularly at ten o’clock and the impossibility of remaining on the lake after that hour had rendered our residence within the walls of Geneva very irksome to me.,Frankenstein,Mary Shelley
12:00,noon,It was nearly noon when I arrived at the top of the ascent.,Frankenstein,Mary Shelley
12:00,noon,"“The old man, leaning on his son, walked each day at noon, when it did not rain, as I found it was called when the heavens poured forth its waters.",Frankenstein,Mary Shelley
12:00,noon,"When it became noon, and the sun rose higher, I lay down on the grass and was overpowered by a deep sleep.",Frankenstein,Mary Shelley
12:00,midnight,"It is midnight; the breeze blows fairly, and the watch on deck scarcely stir.",Frankenstein,Mary Shelley
07:30,half_past,"Cruncher’s private lodging in Hanging-sword-alley, Whitefriars: the time, half-past seven of the clock on a windy March morning, Anno Domini seventeen hundred and eighty.",A Tale of Two Cities,Charles Dickens
09:00,oclock,"Towards nine o’clock he smoothed his ruffled aspect, and, presenting as respectable and business-like an exterior as he could overlay his natural self with, issued forth to the occupation of the day.",A Tale of Two Cities,Charles Dickens
10:00,oclock,"“Ten o’clock, sir,” said the man at the tavern, whom he had charged to wake him--“ten o’clock, sir.” “_What’s_ the matter?” “Ten o’clock, sir.” “What do you mean?",A Tale of Two Cities,Charles Dickens
10:00,oclock,"“Ten o’clock, sir,” said the man at the tavern, whom he had charged to wake him--“ten o’clock, sir.” “_What’s_ the matter?” “Ten o’clock, sir.” “What do you mean?",A Tale of Two Cities,Charles Dickens
10:00,oclock,"“Ten o’clock, sir,” said the man at the tavern, whom he had charged to wake him--“ten o’clock, sir.” “_What’s_ the matter?” “Ten o’clock, sir.” “What do you mean?",A Tale of Two Cities,Charles Dickens
12:00,midnight,"A memorable storm of thunder and lightning broke with that sweep of water, and there was not a moment’s interval in crash, and fire, and rain, until after the moon rose at midnight.",A Tale of Two Cities,Charles Dickens
05:00,oclock,"Who is she?” “Guess.” “Do I know her?” “Guess.” “I am not going to guess, at five o’clock in the morning, with my brains frying and sputtering in my head.",A Tale of Two Cities,Charles Dickens
10:00,oclock,"Lorry called that night as late as ten o’clock, Mr.",A Tale of Two Cities,Charles Dickens
01:00,oclock,"Cruncher beguiled the earlier watches of the night with solitary pipes, and did not start upon his excursion until nearly one o’clock.",A Tale of Two Cities,Charles Dickens
06:00,oclock,"As early as six o’clock in the morning, sallow faces peeping through its barred windows had descried other faces within, bending over measures of wine.",A Tale of Two Cities,Charles Dickens
12:00,noon,"Thus, Saint Antoine in this vinous feature of his, until midday.",A Tale of Two Cities,Charles Dickens
12:00,noon,"Such a man came upon him, like a ghost, at noon in the July weather, as he sat on his heap of stones under a bank, taking such shelter as he could get from a shower of hail.",A Tale of Two Cities,Charles Dickens
12:00,midnight,"He left his two letters with a trusty porter, to be delivered half an hour before midnight, and no sooner; took horse for Dover; and began his journey.",A Tale of Two Cities,Charles Dickens
03:00,oclock,"Here he paid a heavy price for his escort, and hence he started with it on the wet, wet roads at three o’clock in the morning.",A Tale of Two Cities,Charles Dickens
12:00,noon,"Noon coming, and the Doctor not returning, and every minute’s delay tending to compromise Tellson’s, Mr.",A Tale of Two Cities,Charles Dickens
12:00,midnight,"They have but one, and it’s Midnight Murder, and Mischief.” “Hush, dear!",A Tale of Two Cities,Charles Dickens
10:00,oclock,"Let me follow in her steps.” It was ten o’clock at night when he stood before the prison of La Force, where she had stood hundreds of times.",A Tale of Two Cities,Charles Dickens
12:00,midnight,"“My patient died, two hours before midnight--at a time, by my watch, answering almost to the minute when I had first seen her.",A Tale of Two Cities,Charles Dickens
09:00,oclock,"“That night, the last night of the year, towards nine o’clock, a man in a black dress rang at my gate, demanded to see me, and softly followed my servant, Ernest Defarge, a youth, up-stairs.",A Tale of Two Cities,Charles Dickens
07:00,oclock,"It was as late as seven o’clock when he awoke refreshed, and went out into the streets again.",A Tale of Two Cities,Charles Dickens
04:00,oclock,"Her father had not been seen, since he quitted the banking-house towards four o’clock.",A Tale of Two Cities,Charles Dickens
12:00,midnight,"Lorry waited until ten; but, Doctor Manette not returning, and he being unwilling to leave Lucie any longer, it was arranged that he should go back to her, and come to the banking-house again at midnight.",A Tale of Two Cities,Charles Dickens
02:00,oclock,"Early to-morrow have your horses ready, so that they may be in starting trim at two o’clock in the afternoon.” “It shall be done!” His manner was so fervent and inspiring, that Mr.",A Tale of Two Cities,Charles Dickens
03:00,oclock,"Finally, he had proposed, after anxious consideration, that Miss Pross and Jerry, who were at liberty to leave the city, should leave it at three o’clock in the lightest-wheeled conveyance known to that period.",A Tale of Two Cities,Charles Dickens
03:00,oclock,"Take me in at the cathedral, at Three o’Clock, or as near it as you can, and I am sure it will be better than our going from here.",A Tale of Two Cities,Charles Dickens
11:30,half_past,"At half-past eleven, then, Passepartout found himself alone in the house in Saville Row.",Around the World in Eighty Days,Jules Verne
11:30,half_past,Everything was regulated and foreseen that was to be done from half-past eleven a.m.,Around the World in Eighty Days,Jules Verne
12:00,midnight,"till midnight, the hour at which the methodical gentleman retired.",Around the World in Eighty Days,Jules Verne
03:45,quarter_to,"The perusal of this paper absorbed Phileas Fogg until a quarter before four, whilst the _Standard_, his next task, occupied him till the dinner hour.",Around the World in Eighty Days,Jules Verne
05:00,oclock,"The package of notes not being found when five o’clock sounded from the ponderous clock in the “drawing office,” the amount was passed to the account of profit and loss.",Around the World in Eighty Days,Jules Verne
08:45,quarter_to,“The train leaves for Dover at a quarter before nine.,Around the World in Eighty Days,Jules Verne
07:00,minutes_past,"IN WHICH PHILEAS FOGG ASTOUNDS PASSEPARTOUT, HIS SERVANT Having won twenty guineas at whist, and taken leave of his friends, Phileas Fogg, at twenty-five minutes past seven, left the Reform Club.",Around the World in Eighty Days,Jules Verne
12:00,midnight,"“But it is not midnight,” responded the other, showing his watch.",Around the World in Eighty Days,Jules Verne
08:00,oclock,"By eight o’clock Passepartout had packed the modest carpet-bag, containing the wardrobes of his master and himself; then, still troubled in mind, he carefully shut the door of his room, and descended to Mr.",Around the World in Eighty Days,Jules Verne
08:45,quarter_to,"“In eighty days; on Saturday, the 21st of December, 1872, at a quarter before nine p.m.",Around the World in Eighty Days,Jules Verne
11:00,oclock,"Soon her gigantic hull appeared passing along between the banks, and eleven o’clock struck as she anchored in the road.",Around the World in Eighty Days,Jules Verne
12:00,oclock,"“Above all,” said he; “don’t let me lose the steamer.” “You have plenty of time; it’s only twelve o’clock.” Passepartout pulled out his big watch.",Around the World in Eighty Days,Jules Verne
12:00,noon,You ought to regulate your watch at noon in each country.” “I regulate my watch?,Around the World in Eighty Days,Jules Verne
08:00,oclock,"Last Friday at eight o’clock in the evening, Monsieur Fogg came home from his club, and three-quarters of an hour afterwards we were off.” “But where is your master going?” “Always straight ahead.",Around the World in Eighty Days,Jules Verne
12:00,noon,"On Sunday, October 20th, towards noon, they came in sight of the Indian coast: two hours later the pilot came on board.",Around the World in Eighty Days,Jules Verne
04:30,half_past,"The steamer entered the road formed by the islands in the bay, and at half-past four she hauled up at the quays of Bombay.",Around the World in Eighty Days,Jules Verne
04:30,half_past,The passengers of the “Mongolia” went ashore at half-past four p.m.; at exactly eight the train would start for Calcutta.,Around the World in Eighty Days,Jules Verne
