slot12,kind,sentence,title,author
09:00,oclock,"It was nine o’clock, and the men having returned to work again from their first meal, she was not likely to meet many of them in the road.",Far from the Madding Crowd,Thomas Hardy
09:00,oclock,"These filed in about nine o’clock, their vermiculated horns lopping gracefully on each side of their cheeks in geometrically perfect spirals, a small pink and white ear nestling under each horn.",Far from the Madding Crowd,Thomas Hardy
12:00,noon,In another part of the hill an altogether different scene began to force itself upon the eye towards midday.,Far from the Madding Crowd,Thomas Hardy
12:00,oclock,"Here he walked at an even, steady pace over Yalbury Hill, along the dead level beyond, mounted Mellstock Hill, and between eleven and twelve o’clock crossed the Moor into the town.",Far from the Madding Crowd,Thomas Hardy
08:00,oclock,"The execution had been fixed for eight o’clock on a Saturday morning about a fortnight after the sentence was passed, and up to Friday afternoon no answer had been received.",Far from the Madding Crowd,Thomas Hardy
11:00,oclock,"“I wanted to have a word with Laban.” “He’s not at home, and won’t be this side of eleven o’clock.",Far from the Madding Crowd,Thomas Hardy
10:00,oclock,"Nevertheless, at twenty minutes to ten o’clock, Oak came out of his house, and Went up the hill side With that sort of stride A man puts out when walking in search of a bride, and knocked at Bathsheba’s door.",Far from the Madding Crowd,Thomas Hardy
01:30,half_past,At half-past one Mrs Durbeyfield came into the large bedroom where Tess and all her little brothers and sisters slept.,Tess of the d'Urbervilles,Thomas Hardy
11:15,quarter_past,"Their bundles and baskets were gathered up, and half an hour later, when the clock-chime sounded a quarter past eleven, they were straggling along the lane which led up the hill towards their homes.",Tess of the d'Urbervilles,Thomas Hardy
12:00,midnight,"The midnight airs and gusts, moaning amongst the tightly-wrapped buds and bark of the winter twigs, were formulae of bitter reproach.",Tess of the d'Urbervilles,Thomas Hardy
12:00,noon,"Tess did not stop at Weatherbury, after this long drive, further than to make a slight nondescript meal at noon at a cottage to which the farmer recommended her.",Tess of the d'Urbervilles,Thomas Hardy
04:30,half_past,"It was not the expression of the valley’s consciousness that beautiful Tess had arrived, but the ordinary announcement of milking-time—half-past four o’clock, when the dairymen set about getting in the cows.",Tess of the d'Urbervilles,Thomas Hardy
03:00,oclock,"Well, William had to turn about and play on, willy-nilly; and ’twas only three o’clock in the world, and ’a knowed that nobody would come that way for hours, and he so leery and tired that ’a didn’t know what to do.",Tess of the d'Urbervilles,Thomas Hardy
04:00,oclock,"When he had scraped till about four o’clock he felt that he verily would have to give over soon, and he said to himself, ‘There’s only this last tune between me and eternal welfare!",Tess of the d'Urbervilles,Thomas Hardy
06:30,half_past,At half-past six the sun settled down upon the levels with the aspect of a great forge in the heavens; and presently a monstrous pumpkin-like moon arose on the other hand.,Tess of the d'Urbervilles,Thomas Hardy
02:00,oclock,At two o’clock there was nothing left to do but to start.,Tess of the d'Urbervilles,Thomas Hardy
12:30,half_past,"At half-past twelve she left her assistant alone in the kitchen, and, returning to the sitting-room, waited for the reappearance of Angel’s form behind the bridge.",Tess of the d'Urbervilles,Thomas Hardy
12:00,midnight,"XXXVII Midnight came and passed silently, for there was nothing to announce it in the Valley of the Froom.",Tess of the d'Urbervilles,Thomas Hardy
01:00,oclock,Not long after one o’clock there was a slight creak in the darkened farmhouse once the mansion of the d’Urbervilles.,Tess of the d'Urbervilles,Thomas Hardy
02:00,oclock,"When two o’clock arrived the professional reed-drawers tossed off the last half-pint in their flagon, put down their hooks, tied their last sheaves, and went away.",Tess of the d'Urbervilles,Thomas Hardy
12:00,midnight,"She had walked more than a dozen miles the previous evening, had gone to bed at midnight, and had risen again at five o’clock.",Tess of the d'Urbervilles,Thomas Hardy
05:00,oclock,"She had walked more than a dozen miles the previous evening, had gone to bed at midnight, and had risen again at five o’clock.",Tess of the d'Urbervilles,Thomas Hardy
04:00,oclock,At four o’clock that Sunday morning she came downstairs and stepped out into the starlight.,Tess of the d'Urbervilles,Thomas Hardy
12:00,noon,"However, about noon she paused by a gate on the edge of the basin in which Emminster and its Vicarage lay.",Tess of the d'Urbervilles,Thomas Hardy
03:00,oclock,"The three o’clock sun shone full upon him, and the strange enervating conviction that her seducer confronted her, which had been gaining ground in Tess ever since she had heard his words distinctly, was at last established as a fact indeed.",Tess of the d'Urbervilles,Thomas Hardy
02:30,half_past,"But I started from home to go to Casterbridge Fair, where I have undertaken to preach the Word from a waggon at half-past two this afternoon, and where all the brethren are expecting me this minute.",Tess of the d'Urbervilles,Thomas Hardy
03:00,oclock,"It was not till “nammet”-time, about three o’clock, that Tess raised her eyes and gave a momentary glance round.",Tess of the d'Urbervilles,Thomas Hardy
06:00,oclock,At six o’clock the wheat-rick was about shoulder-high from the ground.,Tess of the d'Urbervilles,Thomas Hardy
06:00,oclock,Digging began usually at six o’clock and extended indefinitely into the dusk or moonlight.,Tess of the d'Urbervilles,Thomas Hardy
07:00,oclock,"At Shaston, however, he found he must hire; but the way was such that he did not enter Joan’s place till about seven o’clock in the evening, having traversed a distance of over twenty miles since leaving Marlott.",Tess of the d'Urbervilles,Thomas Hardy
11:00,oclock,"LV At eleven o’clock that night, having secured a bed at one of the hotels and telegraphed his address to his father immediately on his arrival, he walked out into the streets of Sandbourne.",Tess of the d'Urbervilles,Thomas Hardy
12:00,oclock,"Conjecture was useless, and just after twelve o’clock he entered and went to bed.",Tess of the d'Urbervilles,Thomas Hardy
02:00,oclock,Between one and two o’clock they packed up the remainder and went on again.,Tess of the d'Urbervilles,Thomas Hardy
07:00,oclock,"Between six and seven o’clock she came, but did not approach the wing they were in.",Tess of the d'Urbervilles,Thomas Hardy
06:00,oclock,"Thus it occurred that, having arrived and opened the lower rooms before six o’clock, she ascended to the bedchambers, and was about to turn the handle of the one wherein they lay.",Tess of the d'Urbervilles,Thomas Hardy
08:00,oclock,"At dusk Clare purchased food as usual, and their night march began, the boundary between Upper and Mid-Wessex being crossed about eight o’clock.",Tess of the d'Urbervilles,Thomas Hardy
12:00,midnight,"It was about midnight when they went along the deserted streets, lighted fitfully by the few lamps, keeping off the pavement that it might not echo their footsteps.",Tess of the d'Urbervilles,Thomas Hardy
12:00,noon,Mistress Mary worked in her garden until it was time to go to her midday dinner.,The Secret Garden,Frances Hodgson Burnett
12:00,noon,Mary was startled and sorry when she heard the big clock in the courtyard strike the hour of her midday dinner.,The Secret Garden,Frances Hodgson Burnett
06:00,oclock,He’s told the nurse to stay away until six o’clock.,The Secret Garden,Frances Hodgson Burnett
02:00,oclock,"I shall go out about two o’clock and everyone must keep away until I send word that they may go back to their work.” “Very good, sir,” replied Mr.",The Secret Garden,Frances Hodgson Burnett
12:00,midnight,"Mystery and Magic and wild creatures, the weird midnight meeting—the coming of the spring—the passion of insulted pride which had dragged the young Rajah to his feet to defy old Ben Weatherstaff to his face.",The Secret Garden,Frances Hodgson Burnett
12:00,noon,"It was about the last day of our outward voyage by the largest computation; some time that night, or at latest before noon of the morrow, we should sight the Treasure Island.",Treasure Island,Robert Louis Stevenson
01:30,half_past,PART FOUR--The Stockade XVI Narrative Continued by the Doctor: How the Ship Was Abandoned It was about half past one--three bells in the sea phrase--that the two boats went ashore from the HISPANIOLA.,Treasure Island,Robert Louis Stevenson
12:00,noon,"“Why, from about noon observation to about six bells.” “Good,” said I, “and now may I go?” “You won’t forget?” he inquired anxiously.",Treasure Island,Robert Louis Stevenson
12:00,noon,"The other men were variously burthened, some carrying picks and shovels--for that had been the very first necessary they brought ashore from the HISPANIOLA--others laden with pork, bread, and brandy for the midday meal.",Treasure Island,Robert Louis Stevenson
12:00,noon,"That was, at least, the end of that; and before noon, to my inexpressible joy, the highest rock of Treasure Island had sunk into the blue round of sea.",Treasure Island,Robert Louis Stevenson
12:00,noon,"Towards midday, when the weather was fine, he went forth and took a stroll in the country or in town, often entering lowly dwellings.",Les Miserables,Victor Hugo
08:30,half_past,"At half-past eight in the evening he supped with his sister, Madame Magloire standing behind them and serving them at table.",Les Miserables,Victor Hugo
08:00,oclock,It might have been eight o’clock in the evening.,Les Miserables,Victor Hugo
12:00,noon,"He had a pointed thing, made of gold, on his head; it glittered in the bright light of midday.",Les Miserables,Victor Hugo
12:00,midnight,Midnight struck as the Bishop returned from his garden to his apartment.,Les Miserables,Victor Hugo
06:00,oclock,She was obliged to be there at six o’clock in the morning—long before daylight in winter.,Les Miserables,Victor Hugo
07:00,oclock,"At seven o’clock the school opened, and he entered.",Les Miserables,Victor Hugo
05:00,oclock,"On the preceding day, Favourite, the only one who knew how to write, had written the following to Tholomyès in the name of the four: “It is a good hour to emerge from happiness.” That is why they rose at five o’clock in the morning.",Les Miserables,Victor Hugo
10:00,oclock,"le Chevalier de Labouisse, as he strolled that day beneath the chestnut-trees of Saint-Cloud, saw them pass about ten o’clock in the morning, and exclaimed, “There is one too many of them,” as he thought of the Graces.",Les Miserables,Victor Hugo
05:00,oclock,"They had been up since five o’clock that morning, as the reader will remember; but _bah!",Les Miserables,Victor Hugo
05:00,oclock,"This was the state which the shepherd idyl, begun at five o’clock in the morning, had reached at half-past four in the afternoon.",Les Miserables,Victor Hugo
04:30,half_past,"This was the state which the shepherd idyl, begun at five o’clock in the morning, had reached at half-past four in the afternoon.",Les Miserables,Victor Hugo
07:00,oclock,"But when he beheld the wealthy manufacturer Madeleine going to low mass at seven o’clock, he perceived in him a possible candidate, and resolved to outdo him; he took a Jesuit confessor, and went to high mass and to vespers.",Les Miserables,Victor Hugo
12:00,noon,"On the morrow, towards midday, Fantine awoke.",Les Miserables,Victor Hugo
04:30,half_past,"Are there many descends between here and the place whither you are going?” “Do not forget to be at my door at precisely half-past four o’clock to-morrow morning,” replied M.",Les Miserables,Victor Hugo
08:30,half_past,"Madeleine’s only servant, noticed that the latter’s light was extinguished at half-past eight, and she mentioned it to the cashier when he came home, adding:— “Is Monsieur le Maire ill?",Les Miserables,Victor Hugo
12:00,midnight,Towards midnight he woke up with a start; in his sleep he had heard a noise above his head.,Les Miserables,Victor Hugo
12:00,midnight,In the meantime he had relapsed into his stupor; he was obliged to make a tolerably vigorous effort to recall what had been the subject of his thoughts before midnight had struck; he finally succeeded in doing this.,Les Miserables,Victor Hugo
03:00,oclock,"CHAPTER IV—FORMS ASSUMED BY SUFFERING DURING SLEEP Three o’clock in the morning had just struck, and he had been walking thus for five hours, almost uninterruptedly, when he at length allowed himself to drop into his chair.",Les Miserables,Victor Hugo
01:00,oclock,"The post-wagon which set out from Arras at one o’clock every night, after the mail from Paris had passed, arrived at M.",Les Miserables,Victor Hugo
05:00,oclock,a little before five o’clock in the morning.,Les Miserables,Victor Hugo
12:00,noon,"At midday the physician returned, gave some directions, inquired whether the mayor had made his appearance at the infirmary, and shook his head.",Les Miserables,Victor Hugo
03:00,oclock,Madeleine usually came to see the invalid at three o’clock.,Les Miserables,Victor Hugo
02:30,half_past,"About half-past two, Fantine began to be restless.",Les Miserables,Victor Hugo
03:00,oclock,"In the course of twenty minutes, she asked the nun more than ten times, “What time is it, sister?” Three o’clock struck.",Les Miserables,Victor Hugo
01:00,oclock,"“Monsieur,” said the clerk, “do not fail to be here ready to start at precisely one o’clock in the morning.” This done, he left the hotel and began to wander about the town.",Les Miserables,Victor Hugo
06:00,oclock,"The sittings generally close at six o’clock.” When they arrived on the grand square, however, the man pointed out to him four long windows all lighted up, in the front of a vast and gloomy building.",Les Miserables,Victor Hugo
12:00,midnight,"However, the man’s examination and the depositions of the witnesses had been completed, but the lawyer’s plea, and the speech of the public prosecutor were still to come; it could not be finished before midnight.",Les Miserables,Victor Hugo
07:00,oclock,"She came home at seven o’clock in the evening, and went to bed at once, she was so tired.",Les Miserables,Victor Hugo
08:00,oclock,I remember one Shrove-Tuesday when she went to bed at eight o’clock.,Les Miserables,Victor Hugo
12:00,midnight,The half-hour after midnight had just struck when M.,Les Miserables,Victor Hugo
06:00,oclock,A little before six o’clock in the morning he had arrived at M.,Les Miserables,Victor Hugo
11:30,half_past,"The battle of Waterloo could not be begun until half-past eleven o’clock, and that gave Blücher time to come up.",Les Miserables,Victor Hugo
06:00,oclock,"Suppose the soil dry, and the artillery capable of moving, the action would have begun at six o’clock in the morning.",Les Miserables,Victor Hugo
02:00,oclock,"The battle would have been won and ended at two o’clock, three hours before the change of fortune in favor of the Prussians.",Les Miserables,Victor Hugo
11:00,minutes_past,"When the first cannon was fired, the English general, Colville, looked at his watch, and noted that it was thirty-five minutes past eleven.",Les Miserables,Victor Hugo
12:00,noon,"There is in this day an obscure interval, from midday to four o’clock; the middle portion of this battle is almost indistinct, and participates in the sombreness of the hand-to-hand conflict.",Les Miserables,Victor Hugo
04:00,oclock,"There is in this day an obscure interval, from midday to four o’clock; the middle portion of this battle is almost indistinct, and participates in the sombreness of the hand-to-hand conflict.",Les Miserables,Victor Hugo
12:00,noon,"Rembrandt is better than Vandermeulen; Vandermeulen, exact at noon, lies at three o’clock.",Les Miserables,Victor Hugo
03:00,oclock,"Rembrandt is better than Vandermeulen; Vandermeulen, exact at noon, lies at three o’clock.",Les Miserables,Victor Hugo
04:00,oclock,CHAPTER VI—FOUR O’CLOCK IN THE AFTERNOON Towards four o’clock the condition of the English army was serious.,Les Miserables,Victor Hugo
04:00,oclock,CHAPTER VI—FOUR O’CLOCK IN THE AFTERNOON Towards four o’clock the condition of the English army was serious.,Les Miserables,Victor Hugo
04:00,oclock,"Think of old England!” Towards four o’clock, the English line drew back.",Les Miserables,Victor Hugo
02:30,half_past,"At half-past two, near the wood of Hougomont, he heard the tread of a column on the march; he thought at the moment that it was a retreat on the part of Wellington.",Les Miserables,Victor Hugo
03:30,half_past,"At half-past three o’clock in the morning, he lost one illusion; officers who had been despatched to reconnoitre announced to him that the enemy was not making any movement.",Les Miserables,Victor Hugo
05:00,oclock,"At five o’clock, two Belgian deserters reported to him that they had just quitted their regiment, and that the English army was ready for battle.",Les Miserables,Victor Hugo
08:00,oclock,"This did not prevent Napoleon from exclaiming cheerfully to Ney, “We have ninety chances out of a hundred.” At eight o’clock the Emperor’s breakfast was brought to him.",Les Miserables,Victor Hugo
05:00,oclock,"At five o’clock Wellington drew out his watch, and he was heard to murmur these sinister words, “Blücher, or night!” It was at about that moment that a distant line of bayonets gleamed on the heights in the direction of Frischemont.",Les Miserables,Victor Hugo
12:00,noon,It was midday before Bülow’s vanguard had been able to reach Chapelle-Saint-Lambert.,Les Miserables,Victor Hugo
04:00,oclock,"Had the action been begun two hours earlier, it would have been over at four o’clock, and Blücher would have fallen on the battle won by Napoleon.",Les Miserables,Victor Hugo
12:00,noon,"The Emperor had been the first, as early as midday, to descry with his field-glass, on the extreme horizon, something which had attracted his attention.",Les Miserables,Victor Hugo
08:00,oclock,"All of a sudden, at that very moment,—it was eight o’clock in the evening—the clouds on the horizon parted, and allowed the grand and sinister glow of the setting sun to pass through, athwart the elms on the Nivelles road.",Les Miserables,Victor Hugo
09:00,oclock,"At twilight, towards nine o’clock in the evening, one of them was left at the foot of the plateau of Mont-Saint-Jean.",Les Miserables,Victor Hugo
04:00,oclock,"The winner of the battle of Waterloo was not Napoleon, who was put to flight; nor Wellington, giving way at four o’clock, in despair at five; nor Blücher, who took no part in the engagement.",Les Miserables,Victor Hugo
12:00,midnight,"Towards midnight, a man was prowling about, or rather, climbing in the direction of the hollow road of Ohain.",Les Miserables,Victor Hugo
02:00,oclock,"Towards two o’clock, almost invariably, the royal carriage and cavalcade was seen to pass at full speed along the Boulevard de l’Hôpital.",Les Miserables,Victor Hugo
02:00,oclock,"When, at two o’clock, the royal carriage, surrounded by a squadron of the body-guard all covered with silver lace, debouched on the boulevard, after having made the turn of the Salpêtrière, he appeared surprised and almost alarmed.",Les Miserables,Victor Hugo
04:15,quarter_past,"At a quarter-past four, that is to say, when night was fully come, he passed in front of the theatre of the Porte Saint-Martin, where _The Two Convicts_ was being played that day.",Les Miserables,Victor Hugo
06:00,oclock,Towards six o’clock in the evening they reached Chelles.,Les Miserables,Victor Hugo
12:00,midnight,"The midnight mass was over, the chimes had ceased, the drinkers had taken their departure, the drinking-shop was closed, the public room was deserted, the fire extinct, the stranger still remained in the same place and the same attitude.",Les Miserables,Victor Hugo
02:00,oclock,"When two o’clock in the morning struck, she declared herself vanquished, and said to her husband, “I’m going to bed.",Les Miserables,Victor Hugo
06:00,oclock,"“He did not go out until six o’clock in the evening, and the government bank certainly is not open at that hour.” The old woman went to get the bill changed, and mentioned her surmises.",Les Miserables,Victor Hugo
08:00,oclock,"A few days afterwards,—it might have been at eight o’clock in the evening,—he was in his room, and engaged in making Cosette spell aloud, when he heard the house door open and then shut again.",Les Miserables,Victor Hugo
07:00,oclock,"When the old woman came to do the work, at seven o’clock in the morning, Jean Valjean cast a penetrating glance on her, but he did not question her.",Les Miserables,Victor Hugo
08:00,oclock,"As she swept up she remarked to him:— “Possibly Monsieur may have heard some one come in last night?” At that age, and on that boulevard, eight o’clock in the evening was the dead of the night.",Les Miserables,Victor Hugo
11:00,oclock,"As eleven o’clock struck from Saint-Étienne-du-Mont, he was traversing the Rue de Pontoise, in front of the office of the commissary of police, situated at No.",Les Miserables,Victor Hugo
10:00,oclock,"Not a shop, not a vehicle, hardly a candle lighted here and there in the windows; all lights extinguished after ten o’clock.",Les Miserables,Victor Hugo
12:00,midnight,"Where was he to get a rope at midnight, in the Rue Polonceau?",Les Miserables,Victor Hugo
02:00,oclock,"CHAPTER VII—CONTINUATION OF THE ENIGMA The night wind had risen, which indicated that it must be between one and two o’clock in the morning.",Les Miserables,Victor Hugo
09:00,oclock,"Why do you say more often?” “In order to speak like you, reverend Mother.” “But I did not say ‘more often.’” At that moment, nine o’clock struck.",Les Miserables,Victor Hugo
09:00,oclock,"“At nine o’clock in the morning and at all hours, praised and adored be the most Holy Sacrament of the altar,” said the prioress.",Les Miserables,Victor Hugo
11:00,oclock,"Between eleven o’clock and midnight, you will come with your iron bar.",Les Miserables,Victor Hugo
12:00,midnight,"Between eleven o’clock and midnight, you will come with your iron bar.",Les Miserables,Victor Hugo
04:00,oclock,"It is not necessary that the sister at the post should perceive your presence.” “Reverend Mother?” “What, Father Fauvent?” “Has the doctor for the dead paid his visit?” “He will pay it at four o’clock to-day.",Les Miserables,Victor Hugo
11:00,oclock,"Be near the principal altar, with your iron bar, at eleven o’clock.",Les Miserables,Victor Hugo
11:00,oclock,"At eleven o’clock exactly, I am to be in the chapel.",Les Miserables,Victor Hugo
02:00,oclock,I shall be hungry.” “I will bring you something.” “You can come and nail me up in the coffin at two o’clock.” Fauchelevent recoiled and cracked his finger-joints.,Les Miserables,Victor Hugo
12:00,noon,"These groups, warmly illuminated by the full glow of midday, or indistinctly seen in the twilight, occupy the thoughtful man for a very long time, and these visions mingle with his dreams.",Les Miserables,Victor Hugo
05:00,oclock,"He dined at five o’clock, and after that his door was open.",Les Miserables,Victor Hugo
06:00,oclock,"I think there is a coach which leaves the Cour des Fontaines at six o’clock, and which arrives in the evening.",Les Miserables,Victor Hugo
06:00,oclock,"At six o’clock in the evening he descended the Rue Saint-Jacques to dine at Rousseau’s, opposite Basset’s, the stamp-dealer’s, on the corner of the Rue des Mathurins.",Les Miserables,Victor Hugo
12:00,noon,"And they deliberate to-morrow, at midday.",Les Miserables,Victor Hugo
08:00,oclock,"At eight o’clock in the evening he perceived this fact, and as it was too late to go down to the Rue Saint-Jacques, he said: “Never mind!” and ate a bit of bread.",Les Miserables,Victor Hugo
10:00,oclock,This carried him on to ten o’clock in the evening.,Les Miserables,Victor Hugo
10:00,oclock,Can they have gone out?” He waited until ten o’clock.,Les Miserables,Victor Hugo
12:00,midnight,"These men are terrible, when one encounters them, or catches a glimpse of them, towards midnight, on a deserted boulevard.",Les Miserables,Victor Hugo
07:00,oclock,"About seven o’clock in the morning, he had just risen and breakfasted, and was trying to settle down to work, when there came a soft knock at his door.",Les Miserables,Victor Hugo
08:00,oclock,"At eight o’clock, I must be at my landlord’s.” “I will be here at six, and I will fetch you the sixty francs.” “My benefactor!” exclaimed Jondrette, overwhelmed.",Les Miserables,Victor Hugo
06:00,oclock,"“Six o’clock precisely.” At that moment, the overcoat lying on the chair caught the eye of the elder Jondrette girl.",Les Miserables,Victor Hugo
05:00,oclock,"At the moment when they were about to pass through the door, the father detained the elder by the arm, and said to her with a peculiar accent:— “You will be here at five o’clock precisely.",Les Miserables,Victor Hugo
06:00,oclock,He will come here this evening at six o’clock.,Les Miserables,Victor Hugo
11:00,oclock,The neighbor never comes home until eleven o’clock.,Les Miserables,Victor Hugo
01:00,oclock,"At that moment, one o’clock struck from the church of Saint-Médard.",Les Miserables,Victor Hugo
06:00,oclock,"Leblanc at the door that evening at six o’clock, at the moment of his arrival, and warn him of the trap?",Les Miserables,Victor Hugo
01:00,oclock,"One o’clock had just struck, the trap was to be sprung at six.",Les Miserables,Victor Hugo
07:00,oclock,"Seven o’clock is the hour?” “Six o’clock,” answered Marius.",Les Miserables,Victor Hugo
06:00,oclock,"Seven o’clock is the hour?” “Six o’clock,” answered Marius.",Les Miserables,Victor Hugo
03:00,oclock,"You will ask for Inspector Javert.” CHAPTER XV—JONDRETTE MAKES HIS PURCHASES A few moments later, about three o’clock, Courfeyrac chanced to be passing along the Rue Mouffetard in company with Bossuet.",Les Miserables,Victor Hugo
05:30,half_past,It might have been half-past five o’clock.,Les Miserables,Victor Hugo
06:00,oclock,Six o’clock was striking from Saint-Médard.,Les Miserables,Victor Hugo
01:00,oclock,They are to be found there between twelve and one o’clock.,Les Miserables,Victor Hugo
01:00,oclock,"Let us have a look at what Grantaire is about, and see how he is getting on.” One o’clock was striking from the Vaugirard steeple when Enjolras reached the Richefeu smoking-room.",Les Miserables,Victor Hugo
09:00,oclock,It was only nine o’clock in the evening.,Les Miserables,Victor Hugo
12:00,noon,"At midday, a thousand white butterflies took refuge there, and it was a divine spectacle to see that living summer snow whirling about there in flakes amid the shade.",Les Miserables,Victor Hugo
12:00,noon,"In spring, sad souls grow light, as light falls into cellars at midday.",Les Miserables,Victor Hugo
10:00,oclock,"It could not be her father, he was absent; it could not be Toussaint, she was in bed, and it was ten o’clock at night.",Les Miserables,Victor Hugo
12:00,noon,A little light penetrates towards midday.,Les Miserables,Victor Hugo
01:00,oclock,"Towards one o’clock in the morning, the night being very dark, he saw two shadows pass along the roof, in the rain and squalls, in front of the dormer-window which was opposite his cage.",Les Miserables,Victor Hugo
02:00,oclock,"Still, it was remembered afterwards, that one of the jailers had said: “It would be better to let him have only a wooden spike.” At two o’clock in the morning, the sentinel, who was an old soldier, was relieved, and replaced by a conscript.",Les Miserables,Victor Hugo
01:00,oclock,"It was the crest of this ruin that Thénardier had succeeded in reaching, a little after one o’clock in the morning.",Les Miserables,Victor Hugo
10:00,oclock,"As he always went to bed at ten o’clock, Marius did not come to the garden on such occasions until after that hour, when, from the street, he heard Cosette open the long glass door on the veranda.",Les Miserables,Victor Hugo
12:00,midnight,"He usually went away about midnight, and returned to Courfeyrac’s lodgings.",Les Miserables,Victor Hugo
01:00,oclock,Marius comes home nowadays at one o’clock in the morning.” Bahorel replied:— “What do you expect?,Les Miserables,Victor Hugo
09:00,oclock,"I shall expect you at dusk, at nine o’clock precisely, I warn you.",Les Miserables,Victor Hugo
04:00,oclock,"CHAPTER I—JEAN VALJEAN That same day, towards four o’clock in the afternoon, Jean Valjean was sitting alone on the back side of one of the most solitary slopes in the Champ-de-Mars.",Les Miserables,Victor Hugo
02:00,oclock,"At two o’clock in the morning he returned to Courfeyrac’s quarters and flung himself, without undressing, on his mattress.",Les Miserables,Victor Hugo
09:00,oclock,"He waited for night with feverish impatience, he had but one idea clearly before his mind;—this was, that at nine o’clock he should see Cosette.",Les Miserables,Victor Hugo
09:00,oclock,"He thrust his head out of his reverie and said: “Is there fighting on hand?” At nightfall, at nine o’clock precisely, as he had promised Cosette, he was in the Rue Plumet.",Les Miserables,Victor Hugo
05:00,oclock,"At five o’clock in the evening, they were masters of the Bastille, of the Lingerie, of the Blancs-Manteaux; their scouts had reached the Place des Victoires, and menaced the Bank, the Petits-Pères barracks, and the Post-Office.",Les Miserables,Victor Hugo
06:00,oclock,"About six o’clock in the evening, the Passage du Saumon became the field of battle.",Les Miserables,Victor Hugo
04:00,oclock,Many streets were empty at four o’clock in the morning.,Les Miserables,Victor Hugo
09:00,oclock,"By nine o’clock, more than eight hundred persons had been arrested, the Prefecture of Police was encumbered with them, so was the Conciergerie, so was La Force.",Les Miserables,Victor Hugo
09:00,oclock,"It was about nine o’clock in the morning, when they opened the door of Corinthe.",Les Miserables,Victor Hugo
12:00,noon,"There was no one in the wine-shop, or in the street, every one having gone off “to watch events.” “Is it midday or midnight?” cried Bossuet.",Les Miserables,Victor Hugo
12:00,midnight,"There was no one in the wine-shop, or in the street, every one having gone off “to watch events.” “Is it midday or midnight?” cried Bossuet.",Les Miserables,Victor Hugo
02:00,oclock,"By two o’clock in the afternoon, the table at which they sat was covered with empty bottles.",Les Miserables,Victor Hugo
12:00,noon,"As for Grantaire, he had got beyond wine, that merely moderate inspirer of dreams, ever since midday.",Les Miserables,Victor Hugo
03:00,oclock,"That they would receive succor about three o’clock in the morning—that they were sure of one regiment, that Paris would rise.",Les Miserables,Victor Hugo
10:00,oclock,Ten o’clock had sounded from Saint-Merry.,Les Miserables,Victor Hugo
05:00,oclock,"About five o’clock, Toussaint, who was going and coming and busying herself with the tiny establishment, set on the table a cold chicken, which Cosette, out of deference to her father, consented to glance at.",Les Miserables,Victor Hugo
03:00,oclock,"It is three o’clock; at four we shall be dead.” As they could no longer eat, Enjolras forbade them to drink.",Les Miserables,Victor Hugo
02:00,oclock,"About two o’clock in the morning, they reckoned up their strength.",Les Miserables,Victor Hugo
06:00,oclock,"At six o’clock in the morning a regiment “which had been labored with,” would turn; at noon, the insurrection of all Paris; at sunset, revolution.",Les Miserables,Victor Hugo
12:00,noon,"At six o’clock in the morning a regiment “which had been labored with,” would turn; at noon, the insurrection of all Paris; at sunset, revolution.",Les Miserables,Victor Hugo
11:00,oclock,"On the 6th of June, 1832, about eleven o’clock in the morning, the Luxembourg, solitary and depopulated, was charming.",Les Miserables,Victor Hugo
12:00,noon,"The branches, wild with the brilliant glow of midday, seemed endeavoring to embrace.",Les Miserables,Victor Hugo
12:00,noon,It might have been three hours past midday when he reached the belt-sewer.,Les Miserables,Victor Hugo
08:30,half_past,It might have been half-past eight o’clock in the evening.,Les Miserables,Victor Hugo
01:00,oclock,"“June 7th, 1832, about one o’clock in the morning.” Javert dried the fresh ink on the paper, folded it like a letter, sealed it, wrote on the back: _Note for the administration_, left it on the table, and quitted the post.",Les Miserables,Victor Hugo
12:00,midnight,It was the sepulchral moment which follows midnight.,Les Miserables,Victor Hugo
12:00,noon,"The emotion on that day, of being at midday and of dreaming of midnight is indescribable.",Les Miserables,Victor Hugo
12:00,midnight,"The emotion on that day, of being at midday and of dreaming of midnight is indescribable.",Les Miserables,Victor Hugo
12:00,midnight,"A little after midnight, the Gillenormand house became a temple.",Les Miserables,Victor Hugo
12:00,noon,"On the morning of the 17th of February, it was a little past midday when Basque, with napkin and feather-duster under his arm, busy in setting his antechamber to rights, heard a light tap at the door.",Les Miserables,Victor Hugo
08:00,oclock,"It was, I repeat, on the 6th of June; it might have been eight o’clock in the evening.",Les Miserables,Victor Hugo
10:30,half_past,"She had been that morning to take up the character of a servant, “And, of course, at half-past ten in the morning one expects to find the housemaid brushing the stairs.” How odd!",The Voyage Out,Virginia Woolf
04:00,oclock,At four o’clock he woke from sleep and saw the sunlight make a vivid angle across the red plush curtains and the grey tweed trousers.,The Voyage Out,Virginia Woolf
09:00,oclock,"By nine o’clock the _Euphrosyne_ had taken up her position in the middle of a great bay; she dropped her anchor; immediately, as if she were a recumbent giant requiring examination, small boats came swarming about her.",The Voyage Out,Virginia Woolf
12:00,noon,"Pepper returned from a midday walk, and stood silently before Helen who was reading in the verandah.",The Voyage Out,Virginia Woolf
