20:45|20:45|This evening, then, at a quarter to nine at the gate.|The Count of Monte Cristo|Alexandre Dumas|sfw
20:45|20:45|As he drove up to the Karenins’ entrance he looked at his watch and saw it was ten minutes to nine.|Anna Karenina|Leo Tolstoy|sfw
21:00|21:00|It was about nine o’clock in the evening.|Mrs. Spring Fragrance|Sui Sin Far|sfw
21:00|21:00|At nine o'clock Mrs. Tod came in with supper.|John Halifax Gentleman|Dinah Craik|sfw
21:00|21:00|It was then nine o’clock: he did not return till midnight.|Jane Eyre|Charlotte Bronte|sfw
21:15|21:15|It was a quarter-past nine when I started from home and made my way across the Park, and so through Oxford Street to Baker Street.|The Adventures of Sherlock Holmes|Arthur Conan Doyle|sfw
21:15|21:15|Audley church clock struck nine as I was crossin' the meadows between Atkinson's and the Court, and it must have been about a quarter past nine when I got into the kitchen garden.|Lady Audley's Secret|Mary Elizabeth Braddon|sfw
21:30|21:30|"it's half-past nine,"" said the Doctor, ""and I have an appointment."|Miss Marjoribanks|Margaret Oliphant|sfw
21:30|21:30|After supper, when the chimes struck half-past nine, John prepared to leave as usual.|John Halifax Gentleman|Dinah Craik|sfw
21:30|21:30|Cursed be Canaan; a servant of servants shall he be,’ the scripture says.”[1] [1] Gen. 9:25.|Uncle Tom's Cabin|Harriet Beecher Stowe|sfw
21:45|21:45|Joe had been at the Three Jolly Bargemen, smoking his pipe, from a quarter after eight o’clock to a quarter before ten.|Great Expectations|Charles Dickens|sfw
21:45|21:45|It’s quarter to ten.” “What!” he shrieked, jumping out of bed into the bath; “Who the thunder put this thing here?” We told him he must have been a fool not to see the bath.|Three Men in a Boat|Jerome K. Jerome|sfw
21:45|21:45|Morrel looked at his watch, which wanted a quarter to ten; but soon the same clock he had already heard strike two or three times rectified the error by striking half-past nine.|The Count of Monte Cristo|Alexandre Dumas|sfw
22:00|22:00|"What time will you be here?"" ""At about ten o'clock."|Overshadowed|Sutton E. Griggs|sfw
22:00|22:00|I left her with all her children watching round her.|John Halifax Gentleman|Dinah Craik|sfw
22:00|22:00|So it was settled that he and the girl should visit Jack at ten o'clock the next day.|A Japanese Nightingale|Onoto Watanna|sfw
22:15|22:15|They are lovely!” At a quarter past ten they at last got into their carriages and started.|War and Peace|Leo Tolstoy|sfw
22:15|22:15|VAN HELSING.” _Telegram, Mrs. Harker to Van Helsing._ “_25 September._--Come to-day by quarter-past ten train if you can catch it.|Dracula|Bram Stoker|sfw
22:15|22:15|A quarter to ten; now a quarter past ten; and still Richard Hare lingered on with his mother, and still Mr. Carlyle and Barbara paced patiently the garden path.|East Lynne|Mrs. Henry Wood|sfw
22:30|22:30|Had he not leave to sit up till half-past ten o'clock?|The Story of an African Farm|Olive Schreiner|sfw
22:30|22:30|It is only half-past ten now.” “I’ll ask him to go out sketching with me.|North and South|Elizabeth Gaskell|sfw
22:30|22:30|Lydgate arrived at half-past ten, in time to witness the final pause of the breath.|Middlemarch|George Eliot|sfw
23:00|23:00|And it was settled that we should all be there by eleven o’clock.|Pride and Prejudice|Jane Austen|sfw
23:00|23:00|He was leaving for St. Louis that night on the eleven o’clock train.|The Song of the Lark|Willa Cather|sfw
23:00|23:00|"I'm ever so much obliged."" ""It's four minutes to eleven now,"" went on Dorry."|What Katy Did|Susan Coolidge|sfw
23:15|23:15|The hands of the clock pointed to a quarter past eleven when Robert began his story.|Lady Audley's Secret|Mary Elizabeth Braddon|sfw
23:15|23:15|Leave Paddington by the 11:15.” “What do you say, dear?” said my wife, looking across at me.|The Adventures of Sherlock Holmes|Arthur Conan Doyle|sfw
23:15|23:15|Their bundles and baskets were gathered up, and half an hour later, when the clock-chime sounded a quarter past eleven, they were straggling along the lane which led up the hill towards their homes.|Tess of the d'Urbervilles|Thomas Hardy|sfw
23:30|23:30|Fanny Hackbutt comes at half past eleven.|Middlemarch|George Eliot|sfw
23:30|23:30|The Voyage The Picton boat was due to leave at half-past eleven.|The Garden Party|Katherine Mansfield|sfw
23:30|23:30|Only half-past eleven—there were hours and hours left of the night!|The House of Mirth|Edith Wharton|sfw
23:45|23:45|I waited till a quarter to twelve, and found then that I was in All Souls’.|Far from the Madding Crowd|Thomas Hardy|sfw
23:45|23:45|At any rate, we whirled into the station with many more, just as the great clock pointed to eight minutes to twelve o'clock.|Black Beauty|Anna Sewell|sfw
23:45|23:45|At quarter before twelve, Aubrey put on his ulster with the words: “Well, here goes for my lady.” The great doors were thrown open, and the company grouped about him to see him depart.|Of One Blood|Pauline E. Hopkins|sfw
