20:00|20:00|By eight o'clock the guests had gathered.|The House Behind the Cedars|Charles W. Chesnutt|sfw
20:00|20:00|About eight o'clock we went to the Pantheon.|Evelina|Fanny Burney|sfw
20:00|20:00|Then he held a public levee in the parlours of the Iroquois until eight o’clock.|Up from Slavery|Booker T. Washington|sfw
20:15|20:15|He said his watch went wrong one evening, and stopped at a quarter-past eight.|Three Men in a Boat|Jerome K. Jerome|sfw
20:15|20:15|Baseball and sports 4:30-5:00 ” Practise elocution, poise and how to attain it 5:00-6:00 ” Study needed inventions 7:00-9:00 ” General Resolves * No w|The Great Gatsby|F. Scott Fitzgerald|sfw
20:15|20:15|The mail for Dover left London Bridge at nine o'clock, and could be easily caught by Robert and his charge, as the seven o'clock up-train from Audley reached Shoreditch at a quarter past eight.|Lady Audley's Secret|Mary Elizabeth Braddon|sfw
20:30|20:30|It might have been half-past eight o’clock in the evening.|Les Miserables|Victor Hugo|sfw
20:30|20:30|I was at the Heights by half-past six, and generally stayed till half-past eight, and then galloped home.|Wuthering Heights|Emily Bronte|sfw
20:30|20:30|I got the idea that the way for me to reach school on time was to move the clock hands from half-past eight up to the nine o’clock mark.|Up from Slavery|Booker T. Washington|sfw
20:45|20:45|The train leaves for Dover at a quarter before nine.|Around the World in Eighty Days|Jules Verne|sfw
